,column_name,shap_importance
4,YearsCodingProf,13677.4990234375
667,Country_UnitedStates,12816.3984375
665,Country_UnitedKingdom,7735.43603515625
1,Age,4735.7294921875
553,Country_Germany,3764.984130859375
305,RaceEthnicity_White_or_of_European_descent,3590.580322265625
474,AssessBenefits2_Bad,3141.7431640625
500,Country_Australia,2472.706787109375
15,DevType_Student,2467.472412109375
522,Country_Canada,2444.949462890625
566,Country_India,2053.343017578125
549,Country_France,1938.0865478515625
650,Country_Switzerland,1833.595703125
180,PlatformWorkedWith_AWS,1769.9595947265625
436,CompanySize_Big_2500_12500,1640.902099609375
570,Country_Ireland,1632.1077880859375
46,SelfTaughtTypes_The_official_documentation_and_or_standards_for_the_technology,1576.4759521484375
473,JobEmailPriorities6_Good,1485.420654296875
71,LanguageWorkedWith_C++,1452.7823486328125
26,CommunicationTools_Slack,1415.66796875
438,CompanySize_Small_5_60,1407.924560546875
100,LanguageDesireNextYear_JavaScript,1304.4046630859375
629,Country_RussianFederation,1282.1966552734375
471,AssessJob1_Good,1258.441162109375
644,Country_Spain,1244.750244140625
38,EducationTypes_Participated_in_a_hackathon,1218.6241455078125
185,PlatformWorkedWith_Windows_Desktop_or_Server,1209.8592529296875
614,Country_Norway,1168.7532958984375
34,CommunicationTools_Google_Hangouts_Chat,1147.8519287109375
10,DevType_Engineering_manager,1120.6937255859375
445,AdsPriorities6_Bad,1106.4697265625
404,NumberMonitors_1,1095.135986328125
39,EducationTypes_Contributed_to_open_source_software,1080.8175048828125
388,Employment_full_time,1057.31591796875
572,Country_Italy,1035.9310302734375
141,DatabaseWorkedWith_PostgreSQL,1009.658203125
268,IDE_Android_Studio,1005.738037109375
278,Methodology_Agile,1004.4990844726562
419,CareerSatisfaction_Moderatelysatisfied,972.8017578125
2,Exercise,962.2135620117188
27,CommunicationTools_Confluence,961.4926147460938
282,Methodology_Formal_standard_such_as_ISO_9001_or_IEEE_12207_(aka_“waterfall”_methodologies),924.5972900390625
400,WakeTime_Between8_01_9_00AM,914.7371826171875
417,CareerSatisfaction_Extremelysatisfied,909.4735717773438
194,PlatformWorkedWith_Google_Cloud_Platform_App_Engine,879.0536499023438
41,EducationTypes_Taken_a_part_time_in_person_course_in_programming_or_software_development,838.76220703125
18,DevType_Designer,833.3477172851562
439,AdsPriorities7_Bad,797.3709716796875
608,Country_Netherlands,793.1224365234375
464,HopeFiveYears_Engineeringmanager,791.3099975585938
147,DatabaseWorkedWith_MongoDB,782.2850341796875
609,Country_NewZealand,775.93408203125
319,ErgonomicDevices_Standing_desk,760.3512573242188
106,LanguageDesireNextYear_SQL,756.5289306640625
451,JobContactPriorities4_Bad,750.4127197265625
442,JobContactPriorities3_Good,745.2689208984375
482,AssessBenefits8_Bad,740.5195922851562
3,HoursOutside,738.4846801757812
154,DatabaseWorkedWith_MariaDB,724.0565795898438
35,CommunicationTools_Trello,719.5677490234375
373,FormalEducation_Master,713.7056884765625
483,AssessBenefits8_Good,694.2676391601562
306,RaceEthnicity_Hispanic_or_Latino_Latina,691.5626831054688
69,LanguageWorkedWith_TypeScript,684.5901489257812
81,LanguageWorkedWith_PHP,677.4525146484375
139,DatabaseWorkedWith_SQL_Server,669.9625854492188
424,AssessBenefits1_Good,660.0416870117188
429,JobEmailPriorities3_Bad,657.4336547851562
206,PlatformDesireNextYear_AWS,656.8582763671875
78,LanguageWorkedWith_Go,636.2725830078125
239,FrameworkWorkedWith_.NET_Core,635.9442138671875
189,PlatformWorkedWith_Mac_OS,626.942626953125
271,IDE_PHPStorm,623.7987670898438
30,CommunicationTools_Jira,622.6953125
5,LastNewJob,621.5764770507812
140,DatabaseWorkedWith_MySQL,620.682373046875
450,AssessJob5_Good,617.311767578125
422,CareerSatisfaction_Slightlysatisfied,614.0189208984375
36,CommunicationTools_HipChat,605.318115234375
37,EducationTypes_Taught_yourself_a_new_language_framework_or_tool_without_taking_a_formal_course,602.3729858398438
623,Country_Poland,600.3555908203125
477,AssessJob8_Good,591.712158203125
382,JobSatisfaction_Moderatelydissatisfied,588.1038208007812
392,Employment_self_employed,586.485107421875
186,PlatformWorkedWith_Heroku,559.718994140625
162,DatabaseDesireNextYear_PostgreSQL,557.2669677734375
211,PlatformDesireNextYear_Windows_Desktop_or_Server,554.8612670898438
320,ErgonomicDevices_Ergonomic_keyboard_or_mouse,551.8612060546875
266,IDE_Eclipse,541.5335693359375
300,AdBlockerReasons_I_wanted_to_support_the_website_I_was_visiting_by_viewing_their_ads,539.7737426757812
432,EthicalImplications_Unsure_Idontknow,539.2042846679688
63,LanguageWorkedWith_Python,537.3314208984375
284,Methodology_Lean,536.2525024414062
315,AdsActions_Saw_an_online_advertisement_and_then_researched_it_(without_clicking_on_the_ad),534.6978149414062
378,FormalEducation_Studywithoutdegree,530.0369262695312
347,StackOverflowVisit_Afewtimespermonthorweekly,528.938720703125
279,Methodology_Scrum,524.6510009765625
461,CheckInCode_Onceaday,524.5403442382812
8,DevType_DevOps_specialist,509.4136047363281
50,SelfTaughtTypes_The_technology’s_online_help_system,509.2261962890625
338,UndergradMajor_NaturalScience,504.9387512207031
391,Employment_part_time,504.0999450683594
465,HopeFiveYears_Havingown_company,497.71466064453125
182,PlatformWorkedWith_Linux,495.33660888671875
237,FrameworkWorkedWith_Spark,489.14556884765625
43,EducationTypes_Participated_in_online_coding_competitions_(e.g._HackerRank_CodeChef_TopCoder),482.74542236328125
571,Country_Israel,480.35467529296875
418,CareerSatisfaction_Moderatelydissatisfied,475.1684875488281
215,PlatformDesireNextYear_Google_Cloud_Platform_App_Engine,473.439208984375
160,DatabaseDesireNextYear_SQL_Server,470.56536865234375
453,AIInteresting_Algorithmsmakingimportantdecisions,467.09466552734375
9,DevType_System_administrator,459.832763671875
537,Country_Denmark,457.6756591796875
381,JobSatisfaction_Extremelysatisfied,456.58447265625
0,HoursComputer,454.5411376953125
149,DatabaseWorkedWith_Amazon_DynamoDB,453.3798522949219
411,Gender_Male,448.7904968261719
57,HackathonReasons_To_improve_my_knowledge_of_a_specific_programming_language_framework_or_other_technology,444.0799865722656
62,LanguageWorkedWith_JavaScript,441.79998779296875
155,DatabaseWorkedWith_SQLite,435.72576904296875
486,EthicsChoice_Dependsonwhatitis,435.54205322265625
208,PlatformDesireNextYear_Linux,432.7593994140625
33,CommunicationTools_Facebook,432.3331298828125
437,CompanySize_Medium_300_750,428.4576110839844
234,FrameworkWorkedWith_Angular,428.1119079589844
406,NumberMonitors_3,426.8778991699219
153,DatabaseWorkedWith_Elasticsearch,422.7008361816406
330,JobEmailPriorities5_Good,420.0726623535156
195,PlatformWorkedWith_Raspberry_Pi,420.0594482421875
144,DatabaseWorkedWith_Memcached,415.452880859375
260,IDE_Sublime_Text,414.0054931640625
316,AdsActions_Stopped_going_to_a_website_because_of_their_advertising,411.2572021484375
351,StackOverflowVisit_Lessthanoncepermonthormonthly,411.05548095703125
17,DevType_Front_end_developer,410.9172058105469
428,AssessBenefits10_Good,404.6361389160156
484,Dependents_No,402.52557373046875
47,SelfTaughtTypes_A_book_or_e_book_from_O’Reilly_Apress_or_a_similar_publisher,401.3376159667969
122,LanguageDesireNextYear_PHP,397.8512878417969
312,SexualOrientation_Bisexual_or_Queer,380.2652893066406
663,Country_Ukraine,379.263427734375
456,AIInteresting_Increasingautomationofjobs,373.2046813964844
355,StackOverflowJobs_Yes,368.0706481933594
151,DatabaseWorkedWith_Apache_Hive,363.822021484375
478,AssessJob7_Bad,363.5767517089844
318,AdsActions_Paid_to_access_a_website_advertisement_free,358.9297790527344
16,DevType_Back_end_developer,358.3846740722656
116,LanguageDesireNextYear_Rust,357.7535705566406
293,VersionControl_Mercurial,357.3978576660156
191,PlatformWorkedWith_Android,353.3607177734375
389,Employment_lookingforwork,351.34796142578125
224,PlatformDesireNextYear_Heroku,350.92291259765625
42,EducationTypes_Received_on_the_job_training_in_software_development,349.96221923828125
421,CareerSatisfaction_Slightlydissatisfied,347.010498046875
289,VersionControl_Subversion,346.6832275390625
273,IDE_Emacs,345.2879638671875
386,JobSatisfaction_Slightlysatisfied,337.684814453125
19,DevType_C_suite_executive_(CEO_CTO_),337.6348876953125
383,JobSatisfaction_Moderatelysatisfied,336.5711364746094
175,DatabaseDesireNextYear_Google_BigQuery,333.36248779296875
64,LanguageWorkedWith_HTML,332.4919738769531
156,DatabaseWorkedWith_Google_BigQuery,330.2637023925781
61,HackathonReasons_To_win_prizes_or_cash_awards,327.54638671875
415,AssessBenefits6_Good,326.1865539550781
420,CareerSatisfaction_Neithersatisfiednordissatisfied,325.62835693359375
12,DevType_Desktop_or_enterprise_applications_developer,324.2375793457031
179,DatabaseDesireNextYear_Amazon_Redshift,323.5584716796875
670,Country_VenezuelaBolivarianRepublicof...,320.8282165527344
11,DevType_Data_or_business_analyst,320.3053283691406
52,SelfTaughtTypes_Tapping_your_network_of_friends_family_and_peers_versed_in_the_technology,318.6455078125
285,Methodology_Pair_programming,317.7471923828125
326,JobContactPriorities1_Good,314.564453125
115,LanguageDesireNextYear_Erlang,313.6302490234375
102,LanguageDesireNextYear_HTML,312.85748291015625
54,SelfTaughtTypes_Internal_Wikis_chat_rooms_or_documentation_set_up_by_my_company_for_employees,308.64410400390625
466,HopeFiveYears_ProductManager,302.4201965332031
203,PlatformWorkedWith_Windows_Phone,301.2388610839844
356,ErgonomicDevices_Ergonomickeyboardormouse,297.4638977050781
48,SelfTaughtTypes_Questions_&_answers_on_Stack_Overflow,295.4951477050781
301,AdBlockerReasons_The_website_I_was_visiting_forced_me_to_disable_it_to_access_their_content,293.1658020019531
341,UndergradMajor_Webdevelopment,291.9717102050781
125,LanguageDesireNextYear_Clojure,288.3128356933594
29,CommunicationTools_Other_wiki_tool_(Github_Google_Sites_proprietary_software_),288.15008544921875
120,LanguageDesireNextYear_R,286.23248291015625
397,WakeTime_Between5_00_6_00AM,284.94171142578125
82,LanguageWorkedWith_VB.NET,283.12603759765625
80,LanguageWorkedWith_Ruby,278.1552429199219
6,DevType_Full_stack_developer,276.47259521484375
209,PlatformDesireNextYear_Firebase,276.1126403808594
385,JobSatisfaction_Slightlydissatisfied,276.0943603515625
138,DatabaseWorkedWith_Redis,271.84002685546875
416,CareerSatisfaction_Extremelydissatisfied,267.4531555175781
83,LanguageWorkedWith_Swift,266.5865478515625
262,IDE_Notepad++,266.30010986328125
440,AdsPriorities7_Good,266.269775390625
329,JobEmailPriorities5_Bad,266.0823974609375
216,PlatformDesireNextYear_Google_Home,264.0797119140625
142,DatabaseWorkedWith_Amazon_RDS_Aurora,261.87445068359375
245,FrameworkDesireNextYear_React,261.8498840332031
357,ErgonomicDevices_Ergonomickeyboardormouse;Wrist_handsupportsorbraces,261.5336608886719
98,LanguageWorkedWith_Clojure,261.395263671875
299,AdBlockerReasons_The_ad_blocking_software_was_causing_display_issues_on_a_website,260.8872985839844
223,PlatformDesireNextYear_Raspberry_Pi,259.8805847167969
49,SelfTaughtTypes_Online_developer_communities_other_than_Stack_Overflow_(ex._forums_listservs_IRC_channels_),259.0172424316406
379,FormalEducation_doctoraldegree,258.81231689453125
235,FrameworkWorkedWith_Node.js,253.48025512695312
443,HypotheticalTools2_interested,253.2315673828125
480,AssessBenefits11_Bad,252.05104064941406
327,AssessBenefits7_Bad,250.65809631347656
311,SexualOrientation_Straight_or_heterosexual,249.97129821777344
303,AdBlockerReasons_The_website_I_was_visiting_has_interesting_ads,245.67489624023438
258,IDE_Visual_Studio_Code,244.9332733154297
292,VersionControl_Team_Foundation_Version_Control,243.596435546875
398,WakeTime_Between6_01_7_00AM,238.7650146484375
310,RaceEthnicity_South_Asian,238.167236328125
380,JobSatisfaction_Extremelydissatisfied,237.4791259765625
124,LanguageDesireNextYear_Ruby,235.80445861816406
399,WakeTime_Between7_01_8_00AM,234.8751678466797
204,PlatformWorkedWith_Salesforce,234.27574157714844
161,DatabaseDesireNextYear_MySQL,233.03231811523438
277,IDE_TextMate,230.17367553710938
118,LanguageDesireNextYear_Haskell,227.52230834960938
157,DatabaseWorkedWith_Cassandra,226.88609313964844
427,AssessBenefits10_Bad,226.4061737060547
45,EducationTypes_Participated_in_a_full_time_developer_training_program_or_bootcamp,225.32473754882812
349,StackOverflowVisit_Dailyoralmostdaily,223.7032928466797
660,Country_Turkey,223.447998046875
210,PlatformDesireNextYear_Arduino,221.78700256347656
481,AssessBenefits11_Good,219.64901733398438
489,Student_No,219.63662719726562
343,HypotheticalTools3_interested,218.8740997314453
251,FrameworkDesireNextYear_Spark,218.3558349609375
70,LanguageWorkedWith_C,217.19065856933594
298,AdBlockerReasons_The_website_I_was_visiting_asked_me_to_disable_it,217.08802795410156
168,DatabaseDesireNextYear_Apache_Hive,216.4264678955078
255,FrameworkDesireNextYear_Torch_PyTorch,213.82476806640625
113,LanguageDesireNextYear_Java,213.6390380859375
325,JobContactPriorities1_Bad,212.97300720214844
323,JobContactPriorities2_Bad,210.57286071777344
183,PlatformWorkedWith_Firebase,210.49143981933594
58,HackathonReasons_Because_I_find_it_enjoyable,209.27626037597656
463,HopeFiveYears_Anotherrole,207.53639221191406
218,PlatformDesireNextYear_WordPress,207.34593200683594
59,HackathonReasons_To_improve_my_ability_to_work_on_a_team_with_other_programmers,207.03848266601562
459,CheckInCode_Multipletimesperday,206.32339477539062
44,EducationTypes_Taken_an_online_course_in_programming_or_software_development_(e.g._a_MOOC),206.27455139160156
176,DatabaseDesireNextYear_Memcached,204.83065795898438
533,Country_CzechRepublic,204.61668395996094
74,LanguageWorkedWith_R,203.21633911132812
40,EducationTypes_Completed_an_industry_certification_program_(e.g._MCPD),202.86322021484375
334,UndergradMajor_Computerscience,202.77679443359375
568,Country_IranIslamicRepublicof...,200.71145629882812
354,StackOverflowJobs_NoIknewthatStackOverflowhadajobsboardbuthaveneverusedorvisitedit,199.3917236328125
337,UndergradMajor_Math_stats,197.9855194091797
219,PlatformDesireNextYear_Mac_OS,197.8098907470703
342,UndergradMajor_informationtechnology,195.7262725830078
469,HopeFiveYears_same,195.6483154296875
261,IDE_Visual_Studio,193.8225555419922
498,Country_Argentina,193.56097412109375
431,EthicalImplications_No,192.43280029296875
294,VersionControl_I_dont_use_version_control,192.22482299804688
564,Country_Hungary,191.80255126953125
501,Country_Austria,190.08045959472656
20,DevType_Mobile_developer,189.94216918945312
53,SelfTaughtTypes_Pre_scheduled_tutoring_or_mentoring_sessions_with_a_friend_or_colleague,189.8769989013672
236,FrameworkWorkedWith_Hadoop,188.3365478515625
452,JobContactPriorities4_Good,185.75469970703125
401,WakeTime_Between9_01_10_00AM,185.01856994628906
13,DevType_Game_or_graphics_developer,184.25559997558594
447,AssessBenefits5_Bad,184.08294677734375
430,JobEmailPriorities3_Good,182.30833435058594
339,UndergradMajor_Neverdecleradmajor,181.45010375976562
199,PlatformWorkedWith_Apple_Watch_or_Apple_TV,180.4845733642578
454,"AIInteresting_Artificialintelligencesurpassinghumanintelligence(""thesingularity"")",179.65040588378906
283,Methodology_Extreme_programming_(XP),178.3452606201172
159,DatabaseDesireNextYear_Redis,177.5621795654297
169,DatabaseDesireNextYear_Neo4j,176.05160522460938
345,JobEmailPriorities4_Bad,175.7830810546875
188,PlatformWorkedWith_iOS,174.30026245117188
425,AssessBenefits3_Bad,173.77915954589844
60,HackathonReasons_To_help_me_find_new_job_opportunities,173.4993133544922
7,DevType_Database_administrator,172.71987915039062
348,StackOverflowVisit_Afewtimesperweek,171.06674194335938
597,Country_Mexico,170.5856475830078
331,UndergradMajor_Anotherengineering,168.398681640625
246,FrameworkDesireNextYear_Angular,168.26734924316406
288,VersionControl_Git,168.1088409423828
332,UndergradMajor_Arts,166.32684326171875
158,DatabaseWorkedWith_Neo4j,165.11915588378906
107,LanguageDesireNextYear_TypeScript,165.048828125
103,LanguageDesireNextYear_CSS,165.00575256347656
66,LanguageWorkedWith_Bash_Shell,164.83497619628906
384,JobSatisfaction_Neithersatisfiednordissatisfied,164.732177734375
148,DatabaseWorkedWith_Google_Cloud_Storage,162.55618286132812
286,Methodology_Mob_programming,162.4215545654297
28,CommunicationTools_Office___productivity_suite_(Microsoft_Office_Google_Suite_),161.93951416015625
372,FormalEducation_Bachelor,161.75830078125
193,PlatformWorkedWith_Drupal,160.1808624267578
25,DevType_Educator_or_academic_researcher,160.1226043701172
297,AdBlocker_Im_not_sure_I_dont_know,158.2523193359375
165,DatabaseDesireNextYear_Oracle,158.2098388671875
458,CheckInCode_Lessthanoncepermonth,157.75332641601562
